ID_ligne,ID_client,Segment,ID_commande,ID_produit,Categorie,Date_de_commande,Date_d_expedition,Montant_des_ventes,Quantite,Profit,Remise
7655,ÉR-13735,Petite et moyenne entreprise,ES-2015-1472055,PRO-PH-10000245,Produits technologiques,4-6-15,4-6-15,757.32,2,371.04,0.0
7656,ÉR-13735,Petite et moyenne entreprise,ES-2015-1472055,FOU-FO-10001049,Fournitures de bureau,4-6-15,4-6-15,136.5,5,5.4,0.0
7657,FD-14125,Petite et moyenne entreprise,ES-2012-3814733,FOU-AR-10001026,Fournitures de bureau,13-5-12,17-5-12,138.96,3,36.09,0.0
7658,BB-11935,Grand public,ES-2014-4849942,FOU-AR-10004236,Fournitures de bureau,24-9-14,28-9-14,375.9,7,30.03,0.0
7659,CP-12250,Entreprise,ES-2014-4860019,PRO-AC-10001208,Produits technologiques,28-3-14,2-4-14,173.88,3,53.82,0.0
7660,SR-20410,Grand public,ES-2014-3245416,FOU-ÉT-10001173,Fournitures de bureau,11-10-14,15-10-14,31.95,3,1.53,0.0
7661,MG-17050,Grand public,ES-2015-3538315,FOU-EN-10004966,Fournitures de bureau,27-12-15,2-1-16,24.93,1,1.23,0.0
7662,MG-17050,Grand public,ES-2015-3538315,FOU-ST-10004014,Fournitures de bureau,27-12-15,2-1-16,189.96,4,15.12,0.0
7663,OL-18520,Grand public,ES-2014-3711605,FOU-ÉT-10001584,Fournitures de bureau,12-8-14,14-8-14,13.56,2,0.78,0.0
7664,OL-18520,Grand public,ES-2014-3711605,FOU-PA-10002091,Fournitures de bureau,12-8-14,14-8-14,26.76,2,7.74,0.0
7665,OL-18520,Grand public,ES-2014-3711605,FOU-AR-10000913,Fournitures de bureau,12-8-14,14-8-14,259.2,5,38.85,0.0
7666,OL-18520,Grand public,ES-2014-3711605,FOU-ST-10000592,Fournitures de bureau,12-8-14,14-8-14,28.8,2,-13.44,0.4
7667,OL-18520,Grand public,ES-2014-3711605,PRO-MA-10003430,Produits technologiques,12-8-14,14-8-14,306.126,3,-30.65,0.4
7668,CB-12880,Entreprise,ES-2014-4835750,FOU-CL-10002513,Fournitures de bureau,24-11-14,29-11-14,19.56,4,4.68,0.0
7669,GD-15055,Grand public,ES-2015-3627192,PRO-MA-10004161,Produits technologiques,26-11-15,1-12-15,645.966,3,212.71,0.15
7670,FF-14425,Grand public,ES-2013-4662036,PRO-TÉ-10000448,Produits technologiques,1-8-13,5-8-13,223.47,3,26.73,0.0
7671,FF-14425,Grand public,ES-2013-4662036,MOB-ME-10002352,Mobilier,1-8-13,5-8-13,257.25,5,30.75,0.0
7672,FF-14425,Grand public,ES-2013-4662036,FOU-ÉL-10001729,Fournitures de bureau,1-8-13,5-8-13,104.247,3,39.36,0.1
7673,FF-14425,Grand public,ES-2013-4662036,FOU-ST-10002953,Fournitures de bureau,1-8-13,5-8-13,178.605,1,69.44,0.1
7674,FF-14425,Grand public,ES-2013-4662036,FOU-AR-10001336,Fournitures de bureau,1-8-13,5-8-13,53.28,2,4.74,0.0
7675,FF-14425,Grand public,ES-2013-4662036,FOU-AR-10000080,Fournitures de bureau,1-8-13,5-8-13,31.92,2,11.76,0.0
7676,FF-14425,Grand public,ES-2013-4662036,FOU-EN-10004738,Fournitures de bureau,1-8-13,5-8-13,118.71,3,45.09,0.0
7677,FF-14425,Grand public,ES-2013-4662036,FOU-ÉT-10000800,Fournitures de bureau,1-8-13,5-8-13,46.44,4,3.24,0.0
7678,FF-14425,Grand public,ES-2013-4662036,FOU-CL-10002891,Fournitures de bureau,1-8-13,5-8-13,18.12,4,9.0,0.0
7679,PD-19015,Grand public,ES-2015-3538542,FOU-PA-10001710,Fournitures de bureau,19-11-15,24-11-15,59.58,2,13.08,0.0
7680,MC-16930,Entreprise,ES-2014-2700361,PRO-PH-10003525,Produits technologiques,3-7-14,7-7-14,211.293,2,47.19,0.15
7681,MC-16930,Entreprise,ES-2014-2700361,FOU-CL-10001376,Fournitures de bureau,3-7-14,7-7-14,52.44,4,3.6,0.0
7682,MC-16930,Entreprise,ES-2014-2700361,PRO-PH-10003112,Produits technologiques,3-7-14,7-7-14,1011.738,7,404.63,0.15
7683,NH-18100,Grand public,ES-2014-1220787,PRO-PH-10001989,Produits technologiques,29-4-14,1-5-14,174.33,1,71.46,0.0
7684,NH-18100,Grand public,ES-2014-1220787,PRO-AC-10001588,Produits technologiques,29-4-14,1-5-14,232.62,2,69.78,0.0
7685,HP-15745,Grand public,ES-2015-2296898,FOU-ST-10000495,Fournitures de bureau,7-6-15,11-6-15,342.72,7,112.98,0.0
7686,HP-15745,Grand public,ES-2015-2296898,FOU-EN-10000880,Fournitures de bureau,7-6-15,11-6-15,15.6,2,2.46,0.0
7687,DL-13570,Grand public,IT-2014-2424899,FOU-ST-10001643,Fournitures de bureau,3-1-14,7-1-14,8.025,1,-6.43,0.5
7688,AG-10690,Entreprise,ES-2014-1143780,FOU-AR-10003250,Fournitures de bureau,2-1-14,5-1-14,137.07,3,21.87,0.0
7689,MJ-17320,Petite et moyenne entreprise,IT-2013-2008620,MOB-CH-10002508,Mobilier,14-3-13,15-3-13,156.744,3,-203.8,0.6
7690,MJ-17320,Petite et moyenne entreprise,IT-2013-2008620,PRO-PH-10002010,Produits technologiques,14-3-13,15-3-13,947.7,5,66.3,0.0
7691,TM-21235,Entreprise,ES-2014-4467445,FOU-ÉT-10004871,Fournitures de bureau,2-3-14,6-3-14,9.12,2,3.24,0.0
7692,TM-21235,Entreprise,ES-2014-4467445,FOU-CL-10001906,Fournitures de bureau,2-3-14,6-3-14,43.8,5,20.1,0.0
7693,TM-21235,Entreprise,ES-2014-4467445,MOB-BI-10000868,Mobilier,2-3-14,6-3-14,329.103,1,3.63,0.1
7694,GS-15415,Grand public,ES-2015-2513617,PRO-PH-10000362,Produits technologiques,8-5-15,13-5-15,2518.95,7,1032.57,0.0
7695,TM-21235,Entreprise,ES-2015-5904288,FOU-AR-10001436,Fournitures de bureau,3-5-15,5-5-15,102.9,7,20.58,0.0
7696,AA-11020,Entreprise,IT-2013-2399688,PRO-PH-10002481,Produits technologiques,24-5-13,29-5-13,757.58,3,-62.41,0.15
7697,AA-11020,Entreprise,IT-2013-2399688,MOB-ME-10000084,Mobilier,24-5-13,29-5-13,219.9,2,24.18,0.0
7698,AA-11020,Entreprise,IT-2013-2399688,FOU-AR-10000028,Fournitures de bureau,24-5-13,29-5-13,202.92,4,64.92,0.0
7699,TC-21205,Entreprise,ES-2015-3744244,FOU-ÉT-10002698,Fournitures de bureau,1-11-15,3-11-15,16.5,2,3.12,0.0
7700,CT-12160,Grand public,ES-2014-5065624,PRO-PH-10002618,Produits technologiques,26-8-14,30-8-14,388.62,2,85.44,0.0
7701,JM-15910,Grand public,ES-2015-4365132,PRO-PH-10004101,Produits technologiques,10-4-15,14-4-15,577.53,3,190.53,0.0
7702,SB-20485,Petite et moyenne entreprise,IT-2012-1373680,FOU-ÉT-10000911,Fournitures de bureau,17-1-12,23-1-12,17.055,3,-7.51,0.5
7703,DG-13345,Entreprise,ES-2012-2130034,PRO-AC-10002562,Produits technologiques,14-9-12,19-9-12,210.78,3,18.9,0.0
7704,BL-11905,Petite et moyenne entreprise,ES-2014-2571754,FOU-ÉT-10003705,Fournitures de bureau,4-12-14,6-12-14,62.1,5,14.85,0.0
7705,GD-14890,Entreprise,ES-2014-4987734,PRO-TÉ-10000161,Produits technologiques,30-7-14,4-8-14,780.57,5,164.67,0.1
7706,LD-16525,Grand public,ES-2015-2265679,FOU-AR-10000028,Fournitures de bureau,29-5-15,2-6-15,101.46,2,32.46,0.0
7707,DC-13645,Grand public,IT-2015-4272173,FOU-FO-10004824,Fournitures de bureau,22-1-15,27-1-15,86.94,2,4.32,0.0
7708,DC-13645,Grand public,IT-2015-4272173,FOU-ÉL-10001605,Fournitures de bureau,22-1-15,27-1-15,180.0,3,5.4,0.0
7709,DC-13645,Grand public,IT-2015-4272173,FOU-EN-10001388,Fournitures de bureau,22-1-15,27-1-15,38.16,1,17.91,0.0
7710,DC-13645,Grand public,IT-2015-4272173,FOU-ST-10002520,Fournitures de bureau,22-1-15,27-1-15,157.14,9,4.59,0.0
7711,DC-13645,Grand public,IT-2015-4272173,FOU-CL-10000893,Fournitures de bureau,22-1-15,27-1-15,11.82,2,1.02,0.0
7712,DC-13645,Grand public,IT-2015-4272173,FOU-PA-10003469,Fournitures de bureau,22-1-15,27-1-15,65.22,2,16.92,0.0
7713,DC-13645,Grand public,IT-2015-4272173,FOU-AR-10001319,Fournitures de bureau,22-1-15,27-1-15,115.8,4,16.2,0.0
7714,DC-13645,Grand public,IT-2015-4272173,FOU-ST-10001906,Fournitures de bureau,22-1-15,27-1-15,75.39,7,0.0,0.0
7715,DC-13645,Grand public,IT-2015-4272173,FOU-AR-10004103,Fournitures de bureau,22-1-15,27-1-15,107.28,6,36.36,0.0
7716,DT-13675,Petite et moyenne entreprise,ES-2014-2271399,PRO-TÉ-10003208,Produits technologiques,15-11-14,20-11-14,1051.824,8,-111.46,0.15
7717,FA-14560,Entreprise,ES-2013-2155276,FOU-PA-10002253,Fournitures de bureau,24-3-13,26-3-13,166.8,8,24.96,0.0
7718,AR-11095,Entreprise,IT-2015-1420868,MOB-BI-10001818,Mobilier,25-12-15,25-12-15,313.35,5,-12.6,0.5
7719,AR-11095,Entreprise,IT-2015-1420868,MOB-ME-10000933,Mobilier,25-12-15,25-12-15,67.284,9,-85.81,0.6
7720,AR-11095,Entreprise,IT-2015-1420868,PRO-MA-10000672,Produits technologiques,25-12-15,25-12-15,42.48,1,-3.42,0.5
7721,SÉ-20575,Grand public,ES-2014-4717909,FOU-CL-10002676,Fournitures de bureau,26-9-14,30-9-14,42.03,3,15.48,0.0
7722,JA-16030,Grand public,IT-2015-3550051,FOU-AR-10001216,Fournitures de bureau,13-8-15,16-8-15,60.48,4,21.72,0.0
7723,ÉC-13930,Grand public,ES-2014-1776729,PRO-MA-10002498,Produits technologiques,19-11-14,24-11-14,799.83,3,167.94,0.0
7724,ÉC-13930,Grand public,ES-2014-1776729,PRO-TÉ-10001608,Produits technologiques,19-11-14,24-11-14,1908.18,3,820.44,0.0
7725,MF-17920,Grand public,IT-2015-2529211,PRO-TÉ-10003114,Produits technologiques,9-7-15,10-7-15,2616.96,4,1151.4,0.0
7726,BJ-11770,Grand public,ES-2013-3667418,MOB-CH-10001339,Mobilier,30-4-13,5-5-13,1242.54,3,345.15,0.1
7727,BJ-11770,Grand public,ES-2013-3667418,FOU-ÉL-10003957,Fournitures de bureau,30-4-13,5-5-13,72.15,5,35.25,0.0
7728,BJ-11770,Grand public,ES-2013-3667418,FOU-AR-10000397,Fournitures de bureau,30-4-13,5-5-13,60.42,2,9.66,0.0
7729,FL-14275,Entreprise,ES-2015-3995946,PRO-AC-10004962,Produits technologiques,13-8-15,13-8-15,811.23,7,153.93,0.0
7730,FL-14275,Entreprise,ES-2015-3995946,FOU-ST-10000194,Fournitures de bureau,13-8-15,13-8-15,229.23,9,59.4,0.0
7731,FL-14275,Entreprise,ES-2015-3995946,MOB-ME-10003967,Mobilier,13-8-15,13-8-15,119.028,4,-23.89,0.3
7732,FL-14275,Entreprise,ES-2015-3995946,PRO-PH-10003430,Produits technologiques,13-8-15,13-8-15,720.42,2,43.2,0.0
7733,LR-16420,Entreprise,ES-2014-4135987,FOU-ÉL-10002460,Fournitures de bureau,21-2-14,23-2-14,54.12,4,16.68,0.0
7734,LR-16420,Entreprise,ES-2014-4135987,FOU-AR-10002710,Fournitures de bureau,21-2-14,23-2-14,46.92,2,15.9,0.0
7735,LR-16420,Entreprise,ES-2014-4135987,FOU-AR-10000102,Fournitures de bureau,21-2-14,23-2-14,48.06,3,1.89,0.0
7736,PB-19345,Entreprise,ES-2015-1107818,FOU-ÉL-10000564,Fournitures de bureau,8-2-15,11-2-15,1136.94,2,568.44,0.0
7737,PB-19345,Entreprise,ES-2015-1107818,FOU-ÉL-10000962,Fournitures de bureau,8-2-15,11-2-15,281.88,4,14.04,0.0
7738,NC-18205,Entreprise,ES-2015-1848240,PRO-MA-10002359,Produits technologiques,11-2-15,13-2-15,173.82,1,24.33,0.0
7739,NC-18205,Entreprise,ES-2015-1848240,FOU-ST-10000993,Fournitures de bureau,11-2-15,13-2-15,411.93,3,164.7,0.0
7740,CB-12220,Grand public,ES-2014-5782657,FOU-AR-10004383,Fournitures de bureau,1-1-14,7-1-14,99.48,2,23.82,0.0
7741,CB-12220,Grand public,ES-2014-5782657,FOU-ÉT-10004245,Fournitures de bureau,1-1-14,7-1-14,45.96,4,8.64,0.0
7742,ÉM-13960,Grand public,ES-2013-4485887,FOU-AR-10001329,Fournitures de bureau,21-5-13,25-5-13,137.25,3,63.09,0.0
7743,ÉM-13960,Grand public,ES-2013-4485887,FOU-EN-10004350,Fournitures de bureau,21-5-13,25-5-13,32.28,2,14.16,0.0
7744,HM-15700,Grand public,IT-2012-3076849,FOU-ST-10000890,Fournitures de bureau,31-5-12,5-6-12,101.628,3,-25.45,0.4
7745,HM-15700,Grand public,IT-2012-3076849,PRO-PH-10003538,Produits technologiques,31-5-12,5-6-12,523.86,2,5.22,0.0
7746,MG-17080,Grand public,ES-2014-4706438,FOU-AR-10002101,Fournitures de bureau,1-1-14,6-1-14,64.26,2,32.1,0.0
7747,AB-10150,Grand public,ES-2013-4411026,PRO-MA-10004488,Produits technologiques,10-11-13,17-11-13,2219.184,8,24.62,0.1
7748,JR-16180,Grand public,ES-2014-4065837,FOU-ÉT-10002045,Fournitures de bureau,21-11-14,21-11-14,79.59,7,28.56,0.0
7749,AL-11275,Entreprise,ES-2014-3756924,MOB-ME-10003231,Mobilier,13-6-14,14-6-14,100.74,2,31.2,0.0
7750,MP-17470,Petite et moyenne entreprise,ES-2012-4821517,FOU-ST-10000697,Fournitures de bureau,6-7-12,10-7-12,76.41,5,31.41,0.1
7751,AD-10510,Grand public,ES-2015-1572368,FOU-CL-10004615,Fournitures de bureau,18-8-15,18-8-15,84.69,3,0.0,0.0
7752,AD-10510,Grand public,ES-2015-1572368,MOB-CH-10004223,Mobilier,18-8-15,18-8-15,224.856,3,42.43,0.1
7753,AD-10510,Grand public,ES-2015-1572368,MOB-ME-10001736,Mobilier,18-8-15,18-8-15,427.68,4,106.92,0.0
7754,MS-17215,Grand public,ES-2013-4586186,FOU-FO-10003115,Fournitures de bureau,8-11-13,12-11-13,173.25,5,0.0,0.0
7755,VF-21385,Petite et moyenne entreprise,ES-2013-5206109,FOU-CL-10000042,Fournitures de bureau,31-12-13,5-1-14,123.24,4,34.44,0.0
7756,VF-21385,Petite et moyenne entreprise,ES-2013-5206109,PRO-PH-10004952,Produits technologiques,31-12-13,5-1-14,242.046,2,-28.49,0.15
7757,VF-21385,Petite et moyenne entreprise,ES-2013-5206109,FOU-FO-10000665,Fournitures de bureau,31-12-13,5-1-14,124.29,3,33.48,0.0
7758,VP-21595,Grand public,ES-2014-4954697,FOU-ÉT-10001823,Fournitures de bureau,1-1-14,6-1-14,10.08,2,1.68,0.0
7759,GC-15340,Grand public,ES-2014-3484925,FOU-AR-10002783,Fournitures de bureau,24-7-14,29-7-14,274.8,5,96.15,0.0
7760,GC-15340,Grand public,ES-2014-3484925,FOU-ÉT-10002857,Fournitures de bureau,24-7-14,29-7-14,18.24,2,7.98,0.0
7761,AL-10795,Entreprise,ES-2012-4040727,FOU-CL-10001465,Fournitures de bureau,1-6-12,4-6-12,22.14,2,6.84,0.0
7762,LB-16900,Grand public,ES-2014-2007462,FOU-ÉL-10003793,Fournitures de bureau,19-11-14,23-11-14,47.025,5,-32.02,0.5
7763,AB-10495,Entreprise,ES-2012-3947498,FOU-CL-10002834,Fournitures de bureau,12-12-12,17-12-12,141.75,5,42.45,0.0
7764,AB-10495,Entreprise,ES-2012-3947498,FOU-CL-10001898,Fournitures de bureau,12-12-12,17-12-12,26.82,3,5.85,0.0
7765,ED-14080,Entreprise,ES-2015-3853688,MOB-BI-10004620,Mobilier,27-6-15,3-7-15,560.655,5,118.31,0.1
7766,MM-17365,Grand public,ES-2014-5960221,MOB-CH-10001418,Mobilier,28-11-14,29-11-14,677.76,8,94.8,0.0
7767,PL-18970,Petite et moyenne entreprise,ES-2012-5497239,FOU-AR-10004093,Fournitures de bureau,22-1-12,26-1-12,53.91,1,12.39,0.0
7768,PL-18970,Petite et moyenne entreprise,ES-2012-5497239,MOB-BI-10001228,Mobilier,22-1-12,26-1-12,825.36,2,338.34,0.0
7769,PL-18970,Petite et moyenne entreprise,ES-2012-5497239,FOU-ST-10000330,Fournitures de bureau,22-1-12,26-1-12,888.93,7,59.22,0.4
7770,CC-12370,Grand public,ES-2015-4064307,PRO-MA-10002541,Produits technologiques,1-4-15,6-4-15,2135.28,8,21.12,0.0
7771,MD-17710,Grand public,IT-2013-1319120,PRO-MA-10003378,Produits technologiques,16-10-13,20-10-13,361.998,7,-120.79,0.4
7772,MD-17710,Grand public,IT-2013-1319120,FOU-ST-10001165,Fournitures de bureau,16-10-13,20-10-13,11.808,1,-4.75,0.4
7773,MD-17710,Grand public,IT-2013-1319120,MOB-ME-10002193,Mobilier,16-10-13,20-10-13,244.65,5,21.9,0.0
7774,BC-12070,Petite et moyenne entreprise,IT-2015-2595914,FOU-ST-10000387,Fournitures de bureau,12-8-15,19-8-15,406.44,2,125.94,0.0
7775,BC-12070,Petite et moyenne entreprise,IT-2015-2595914,PRO-MA-10003135,Produits technologiques,12-8-15,19-8-15,623.7,2,37.38,0.0
7776,BC-12070,Petite et moyenne entreprise,IT-2015-2595914,FOU-CL-10002465,Fournitures de bureau,12-8-15,19-8-15,55.98,2,18.42,0.0
7777,AG-10165,Grand public,ES-2015-3241942,PRO-TÉ-10001602,Produits technologiques,13-12-15,18-12-15,323.212,5,121.61,0.15
7778,AG-10165,Grand public,ES-2015-3241942,PRO-TÉ-10000216,Produits technologiques,13-12-15,18-12-15,1622.335,3,248.04,0.15
7779,RP-19825,Grand public,ES-2012-5158390,FOU-AR-10000560,Fournitures de bureau,11-1-12,11-1-12,102.72,2,19.5,0.0
7780,RP-19825,Grand public,ES-2012-5158390,MOB-CH-10004447,Mobilier,11-1-12,11-1-12,1384.29,3,13.77,0.0
7781,HA-15730,Grand public,IT-2013-4835449,FOU-PA-10003708,Fournitures de bureau,14-8-13,20-8-13,139.8,5,68.4,0.0
7782,HA-15730,Grand public,IT-2013-4835449,PRO-MA-10003430,Produits technologiques,14-8-13,20-8-13,1360.56,8,462.48,0.0
7783,HA-15730,Grand public,IT-2013-4835449,MOB-CH-10004362,Mobilier,14-8-13,20-8-13,96.9,2,24.18,0.0
7784,VB-21295,Grand public,ES-2013-2674466,FOU-AR-10000761,Fournitures de bureau,3-12-13,9-12-13,22.47,1,0.0,0.0
7785,GD-14920,Grand public,ES-2015-1504792,FOU-ÉL-10000061,Fournitures de bureau,2-8-15,5-8-15,604.92,2,217.74,0.0
7786,GD-14920,Grand public,ES-2015-1504792,FOU-ÉL-10000267,Fournitures de bureau,2-8-15,5-8-15,66.42,6,13.14,0.0
7787,GD-14920,Grand public,ES-2015-1504792,FOU-ST-10004540,Fournitures de bureau,2-8-15,5-8-15,67.5,4,26.94,0.1
7788,SH-20305,Grand public,ES-2013-1342242,PRO-TÉ-10001561,Produits technologiques,21-8-13,26-8-13,136.68,1,46.47,0.0
7789,SH-20305,Grand public,ES-2013-1342242,FOU-PA-10004715,Fournitures de bureau,21-8-13,26-8-13,24.72,1,10.86,0.0
7790,EP-13900,Grand public,ES-2013-1558843,MOB-ME-10001207,Mobilier,5-1-13,9-1-13,136.152,3,23.74,0.2
7791,RL-19570,Grand public,IT-2013-3681832,MOB-CH-10000171,Mobilier,18-5-13,24-5-13,727.536,2,-81.86,0.2
7792,RL-19570,Grand public,IT-2013-3681832,FOU-ÉL-10004402,Fournitures de bureau,18-5-13,24-5-13,296.55,3,103.77,0.0
7793,TC-20920,Grand public,ES-2013-2212320,FOU-EN-10000211,Fournitures de bureau,24-8-13,29-8-13,98.64,2,9.84,0.0
7794,TC-20920,Grand public,ES-2013-2212320,PRO-TÉ-10001199,Produits technologiques,24-8-13,29-8-13,866.52,6,138.6,0.0
7795,TC-20920,Grand public,ES-2013-2212320,MOB-BI-10001662,Mobilier,24-8-13,29-8-13,404.514,3,89.87,0.1
7796,TC-20920,Grand public,ES-2013-2212320,PRO-TÉ-10003500,Produits technologiques,24-8-13,29-8-13,1917.0,3,134.19,0.0
7797,TC-20920,Grand public,ES-2013-2212320,MOB-BI-10001011,Mobilier,24-8-13,29-8-13,453.681,3,65.51,0.1
7798,TC-20920,Grand public,ES-2013-2212320,FOU-AR-10003182,Fournitures de bureau,24-8-13,29-8-13,99.0,2,32.64,0.0
7799,TC-20920,Grand public,ES-2013-2212320,FOU-ÉL-10002806,Fournitures de bureau,24-8-13,29-8-13,1420.416,3,631.3,0.1
7800,TC-20920,Grand public,ES-2013-2212320,PRO-AC-10002744,Produits technologiques,24-8-13,29-8-13,512.28,2,204.9,0.0
7801,TC-20920,Grand public,ES-2013-2212320,MOB-BI-10001228,Mobilier,24-8-13,29-8-13,1857.06,5,639.51,0.1
7802,WC-21745,Entreprise,ES-2013-4003155,FOU-CL-10001076,Fournitures de bureau,29-9-13,1-10-13,217.89,9,-87.21,0.5
7803,WC-21745,Entreprise,ES-2013-4003155,FOU-CL-10003955,Fournitures de bureau,29-9-13,1-10-13,170.94,7,-129.99,0.5
7804,WC-21745,Entreprise,ES-2013-4003155,FOU-ÉL-10001605,Fournitures de bureau,29-9-13,1-10-13,72.0,3,-102.6,0.6
7805,NH-18070,Petite et moyenne entreprise,ES-2015-1053789,MOB-BI-10002381,Mobilier,21-8-15,23-8-15,977.022,3,271.33,0.1
7806,MF-17275,Grand public,ES-2015-2228032,FOU-ÉL-10000481,Fournitures de bureau,28-8-15,1-9-15,26.82,2,2.1,0.0
7807,MF-17275,Grand public,ES-2015-2228032,FOU-ÉL-10001416,Fournitures de bureau,28-8-15,1-9-15,51.9,5,10.8,0.0
7808,MF-17275,Grand public,ES-2015-2228032,FOU-AR-10004495,Fournitures de bureau,28-8-15,1-9-15,15.54,1,5.1,0.0
7809,XD-21820,Grand public,ES-2013-2942603,MOB-BI-10000755,Mobilier,20-9-13,25-9-13,985.284,3,142.25,0.1
7810,NV-18025,Grand public,IT-2013-1651208,MOB-CH-10003602,Mobilier,16-4-13,21-4-13,835.056,2,-27.86,0.1
7811,SD-20500,Grand public,ES-2012-2979959,FOU-CL-10004601,Fournitures de bureau,13-9-12,17-9-12,86.4,6,4.32,0.0
7812,SD-20500,Grand public,ES-2012-2979959,FOU-ST-10002872,Fournitures de bureau,13-9-12,17-9-12,77.76,8,13.68,0.1
7813,GC-15340,Grand public,IT-2013-5509380,FOU-ÉL-10002075,Fournitures de bureau,2-11-13,8-11-13,38.64,7,-27.09,0.5
7814,GC-15340,Grand public,IT-2013-5509380,MOB-CH-10001339,Mobilier,2-11-13,8-11-13,2070.9,9,-621.27,0.5
7815,GC-15340,Grand public,IT-2013-5509380,FOU-ST-10001084,Fournitures de bureau,2-11-13,8-11-13,316.035,3,-158.09,0.5
7816,GC-15340,Grand public,IT-2013-5509380,FOU-ÉT-10004018,Fournitures de bureau,2-11-13,8-11-13,11.25,2,-7.23,0.5
7817,GC-15340,Grand public,IT-2013-5509380,PRO-TÉ-10002404,Produits technologiques,2-11-13,8-11-13,81.03,2,-45.39,0.5
7818,GC-15340,Grand public,IT-2013-5509380,PRO-PH-10002695,Produits technologiques,2-11-13,8-11-13,365.535,3,-241.34,0.5
7819,AC-10870,Grand public,ES-2014-1680695,PRO-AC-10004336,Produits technologiques,6-9-14,10-9-14,58.98,2,7.62,0.0
7820,AC-10870,Grand public,ES-2014-1680695,FOU-ST-10000473,Fournitures de bureau,6-9-14,10-9-14,103.302,2,-3.5,0.1
7821,JR-16180,Grand public,ES-2013-1481252,MOB-CH-10002327,Mobilier,1-10-13,8-10-13,148.968,3,33.5,0.2
7822,JR-16180,Grand public,ES-2013-1481252,PRO-PH-10001315,Produits technologiques,1-10-13,8-10-13,1199.76,4,479.88,0.0
7823,ÉC-13870,Grand public,IT-2015-5741451,PRO-MA-10003033,Produits technologiques,14-12-15,19-12-15,98.388,2,-11.53,0.4
7824,ÉC-13870,Grand public,IT-2015-5741451,MOB-BI-10002555,Mobilier,14-12-15,19-12-15,493.68,4,54.24,0.0
7825,FM-14200,Petite et moyenne entreprise,ES-2013-4329367,FOU-ÉL-10001969,Fournitures de bureau,14-12-13,16-12-13,51.72,4,1.44,0.0
7826,CA-13135,Grand public,ES-2015-2637929,FOU-FO-10003094,Fournitures de bureau,15-11-15,19-11-15,133.02,3,38.52,0.0
7827,CA-13135,Grand public,ES-2015-2637929,FOU-ÉL-10000923,Fournitures de bureau,15-11-15,19-11-15,558.42,2,0.0,0.0
7828,CA-13135,Grand public,ES-2015-2637929,FOU-CL-10001723,Fournitures de bureau,15-11-15,19-11-15,25.38,2,11.64,0.0
7829,CA-13135,Grand public,ES-2015-2637929,FOU-ST-10001362,Fournitures de bureau,15-11-15,19-11-15,127.008,3,40.88,0.1
7830,CA-13135,Grand public,ES-2015-2637929,FOU-PA-10004421,Fournitures de bureau,15-11-15,19-11-15,158.22,6,31.5,0.0
7831,AC-10075,Entreprise,ES-2015-1012941,FOU-PA-10002026,Fournitures de bureau,6-1-15,11-1-15,71.1,3,25.56,0.0
7832,AC-10075,Entreprise,ES-2015-1012941,FOU-EN-10000539,Fournitures de bureau,6-1-15,11-1-15,286.92,6,65.88,0.0
7833,BB-11815,Entreprise,IT-2015-5410813,PRO-MA-10002126,Produits technologiques,20-2-15,27-2-15,724.248,4,-446.71,0.4
7834,SJ-20530,Grand public,ES-2013-2130247,FOU-ÉT-10000628,Fournitures de bureau,30-6-13,4-7-13,23.52,2,11.28,0.0
7835,SJ-20530,Grand public,ES-2013-2130247,FOU-ST-10000230,Fournitures de bureau,30-6-13,4-7-13,241.488,3,-124.81,0.4
7836,SJ-20530,Grand public,ES-2013-2130247,FOU-ÉL-10004124,Fournitures de bureau,30-6-13,4-7-13,34.56,3,13.77,0.0
7837,SJ-20530,Grand public,ES-2013-2130247,FOU-CL-10000211,Fournitures de bureau,30-6-13,4-7-13,91.35,3,45.63,0.0
7838,KL-16375,Petite et moyenne entreprise,ES-2014-4494295,FOU-ÉL-10003671,Fournitures de bureau,3-1-14,5-1-14,37.71,3,11.61,0.0
7839,CD-12640,Grand public,ES-2014-2186227,FOU-FO-10003131,Fournitures de bureau,2-2-14,7-2-14,250.8,8,54.96,0.0
7840,CD-12640,Grand public,ES-2014-2186227,FOU-ÉT-10002045,Fournitures de bureau,2-2-14,7-2-14,34.11,3,12.24,0.0
7841,QC-19405,Grand public,IT-2012-1765076,FOU-AR-10000102,Fournitures de bureau,15-3-12,15-3-12,28.836,2,-1.94,0.1
7842,QC-19405,Grand public,IT-2012-1765076,FOU-ÉL-10000567,Fournitures de bureau,15-3-12,15-3-12,23.976,2,8.26,0.1
7843,QC-19405,Grand public,IT-2012-1765076,FOU-AR-10002443,Fournitures de bureau,15-3-12,15-3-12,10.746,1,3.82,0.1
7844,QC-19405,Grand public,IT-2012-1765076,MOB-CH-10000887,Mobilier,15-3-12,15-3-12,253.692,3,73.24,0.1
7845,QC-19405,Grand public,IT-2012-1765076,FOU-CL-10004601,Fournitures de bureau,15-3-12,15-3-12,47.736,4,19.06,0.1
7846,MB-17680,Petite et moyenne entreprise,ES-2013-1915501,PRO-AC-10002956,Produits technologiques,11-10-13,16-10-13,81.42,2,39.06,0.0
7847,MB-17680,Petite et moyenne entreprise,ES-2013-1915501,FOU-AR-10003250,Fournitures de bureau,11-10-13,16-10-13,319.83,7,51.03,0.0
